,name,brand,country,city,power,price,km,year,years,years.category,y
3635,Cabeza tractora MAN TGA 26.480,MAN,HOLANDA,Veghel,479,16400,986861,2006,16,Old,17971.5642
3636,Cabeza tractora DAF XF105 XF 105.410 spacecab manual,DAF,HOLANDA,Vuren,407,13900,1142241,2006,16,Old,17971.5642
3637,Cabeza tractora MAN TGA .18.430 AUTOMATIC -,MAN,HOLANDA,Oisterwijk,429,7500,1119025,2006,16,Old,17971.5642
3638,Cabeza tractora MAN TGA 18.430,MAN,HOLANDA,Son En Breugel,429,8200,612836,2006,16,Old,17971.5642
3639,Cabeza tractora MAN TGA 18.430,MAN,HOLANDA,Son En Breugel,429,8200,612836,2006,16,Old,17971.5642
3640,Cabeza tractora productos peligrosos / ADR MAN TGA 18.430 TGA/ADR GGVS/Hydraulik/Intarder,MAN,ALEMANIA,Sittensen,430,13800,562082,2006,16,Old,17971.5642
3641,Cabeza tractora DAF XF 105 410 INTARDER,DAF,BÉLGICA,Hooglede,410,11500,1146500,2006,16,Old,17971.5642
3642,Cabeza tractora Iveco Stralis AS 440S48,Iveco,ITALIA,Moncalieri,480,8500,1460000,2006,16,Old,17971.5642
3643,Cabeza tractora Scania R 420,Scania,BÉLGICA,Bree,420,8750,1294014,2006,16,Old,17971.5642
3644,Cabeza tractora Scania R 420,Scania,PORTUGAL,Condeixa,420,7800,1698598,2006,16,Old,17971.5642
3645,Cabeza tractora MAN TGA 18.440,MAN,HOLANDA,Son En Breugel,440,8900,61382,2006,16,Old,17971.5642
3646,Cabeza tractora Scania R 420,Scania,BÉLGICA,Willebroek,420,10950,848564,2006,16,Old,17971.5642
3647,Cabeza tractora Iveco Stralis 450,Iveco,BÉLGICA,Bree,450,8200,1297620,2006,16,Old,17971.5642
3648,Cabeza tractora Scania R 420,Scania,BÉLGICA,Bree,NA,11750,1230411,2006,16,Old,17971.5642
3649,Cabeza tractora Volvo FH 400,Volvo,BÉLGICA,Bree,399,14350,947343,2006,16,Old,17971.5642
3650,Cabeza tractora Scania R 420,Scania,PORTUGAL,Viseu,420,7000,1.00E+06,2006,16,Old,17971.5642
3651,Cabeza tractora MAN TGA 18.390,MAN,HOLANDA,Son En Breugel,399,8500,875376,2006,16,Old,17971.5642
3652,Cabeza tractora Volvo FH 480,Volvo,BÉLGICA,Bree,479,13900,1064114,2006,16,Old,17971.5642
3653,Cabeza tractora Mercedes Axor 1843,Mercedes,BÉLGICA,Bree,429,13250,1059371,2006,16,Old,17971.5642
3654,Cabeza tractora Iveco Stralis 430,Iveco,BÉLGICA,Bree,429,8200,1121903,2006,16,Old,17971.5642
3655,"Cabeza tractora Scania R 420 4x2 420 4x2 Lowline, Twin Tec ußfiltekat",Scania,BÉLGICA,Roksem,420,12852,914666,2006,16,Old,17971.5642
3656,Cabeza tractora MAN 24.390FLTP XXL ORIGINAL DUTCH TRACTOR (ANALOG TACHO / / AS-TRONIC / AIRCONDITIONING),MAN,HOLANDA,Meerkerk,390,10600,653000,2006,16,Old,17971.5642
3657,Cabeza tractora Iveco Stralis 420,Iveco,BÉLGICA,Bree,NA,7700,1473881,2006,16,Old,17971.5642
3658,Cabeza tractora MAN TGA 18.390,MAN,HOLANDA,Son En Breugel,390,8200,776123,2006,16,Old,17971.5642
3659,Cabeza tractora Renault Magnum 480,Renault,HOLANDA,Ede,479,7900,1118000,2006,16,Old,17971.5642
3660,Cabeza tractora Renault Magnum,Renault,BÉLGICA,Hooglede,NA,6900,1191139,2006,16,Old,17971.5642
3661,Cabeza tractora Scania R 420,Scania,BÉLGICA,Harchies (Bernissart),420,11500,1159260,2006,16,Old,17971.5642
3662,"Cabeza tractora Scania R420, Steel/Air, RETARDER ,EURO 3, Automat with Clutch",Scania,POLONIA,Wolsztyn,NA,7500,1133500,2006,16,Old,17971.5642
3663,Cabeza tractora Scania R 164,Scania,HOLANDA,Goes,479,8900,1037295,2006,16,Old,17971.5642
3664,Cabeza tractora Volvo FH13 -440 / AUTOMATIC / GLOBETROTTER / VEB+ / / 2006,Volvo,HOLANDA,Velddriel,440,16250,1006079,2006,16,Old,17971.5642
3665,Cabeza tractora Renault Premium 440,Renault,BÉLGICA,Gistel West,440,8500,811287,2006,16,Old,17971.5642
3666,Cabeza tractora DAF XF105 -460 SPACECAB (MANUAL GEARBOX / ZF-INTARDER / AIRCONDITIONING),DAF,HOLANDA,Meerkerk,462,11800,1100000,2006,16,Old,17971.5642
3667,"Cabeza tractora productos peligrosos / ADR MAN TGA 18 390 Manual, ADR, PTO",MAN,HOLANDA,Ede,390,9700,569000,2006,16,Old,17971.5642
3668,Cabeza tractora Scania R 420,Scania,HOLANDA,Velddriel,420,13000,936842,2006,16,Old,17971.5642
3669,Cabeza tractora Volvo FM12-380-GLOBE-MANUAL-ORG KM,Volvo,BÉLGICA,Amel,380,9990,645000,2006,16,Old,17971.5642
3670,Cabeza tractora MAN TGA 18.390,MAN,HOLANDA,Weurt,390,8900,873000,2006,16,Old,17971.5642
3671,Cabeza tractora MAN TGA 18.390,MAN,HOLANDA,Son En Breugel,390,7900,34456,2006,16,Old,17971.5642
3672,Cabeza tractora MAN TGA 18.430BLS SLEEPERCAB (ZF16 MANUAL GEARBOX / AIRCONDITIONING / EURO 3),MAN,HOLANDA,Meerkerk,429,8200,892000,2006,16,Old,17971.5642
3673,Cabeza tractora Scania R 380,Scania,HOLANDA,Meerkerk,380,8200,999000,2006,16,Old,17971.5642
3674,"Cabeza tractora MAN TGA 18.430, Steel/Air, Automat, ZF Intarder",MAN,POLONIA,Wolsztyn,NA,9000,100090,2006,16,Old,17971.5642
3675,Cabeza tractora Volvo FH16 -660 / AUTOMATIC / HYDRAULICS / BIG AXLE / GLOBETROTTER / VEB+ / / 2006,Volvo,HOLANDA,Velddriel,659,16500,926689,2006,16,Old,17971.5642
3676,Cabeza tractora MAN TGA 26.530,MAN,HOLANDA,Son En Breugel,530,16800,695295,2006,16,Old,17971.5642
3677,Cabeza tractora MAN TGA 18.430,MAN,HOLANDA,'S,459,6950,902468,2006,16,Old,17971.5642
3678,Cabeza tractora Renault Premium 440,Renault,HOLANDA,Weurt,440,8900,1.00E+06,2006,16,Old,17971.5642
3679,Cabeza tractora Volvo FH 400,Volvo,FRANCIA,Val,400,12500,1302552,2006,16,Old,17971.5642
3680,Cabeza tractora Renault Magnum 440,Renault,HOLANDA,Oud Gastel,440,8950,1226840,2006,16,Old,17971.5642
3681,Cabeza tractora MAN TGA 18.350FLS SLEEPERCAB (MANUAL GEARBOX / HYDRAULIC KIT / AIRCONDITIONING),MAN,HOLANDA,Meerkerk,349,7800,827000,2006,16,Old,17971.5642
3682,Cabeza tractora Renault Magnum 440,Renault,HOLANDA,Ede,440,7900,10,2006,16,Old,17971.5642
3683,Cabeza tractora MAN TGA 18.430,MAN,HOLANDA,Susteren,429,7500,384529,2006,16,Old,17971.5642
3684,Cabeza tractora MAN 24.430,MAN,HOLANDA,S,429,6250,280963,2006,16,Old,17971.5642
3685,"Cabeza tractora Iveco Stralis 430, ZF Manual , Airco",Iveco,HOLANDA,Susteren,429,8500,462167,2006,16,Old,17971.5642
3686,Cabeza tractora Iveco Stralis 430,Iveco,BÉLGICA,Genk,429,3500,850000,2006,16,Old,17971.5642
3687,Cabeza tractora Renault Premium 330 DXI,Renault,HOLANDA,Etten,330,9950,571100,2006,16,Old,17971.5642
3688,Cabeza tractora MAN TGA 18.430,MAN,HOLANDA,Susteren,429,8000,939110,2006,16,Old,17971.5642
3689,Cabeza tractora Scania LA R420 LA 4X2 HNA,Scania,ITALIA,Parma (Pr),NA,13500,945000,2006,16,Old,17971.5642
3690,Cabeza tractora Renault Premium 440 DXI,Renault,FRANCIA,Val,440,7500,870698,2006,16,Old,17971.5642
3691,Cabeza tractora Mercedes 413 cdi komplett,Mercedes,ALEMANIA,Schifferstadt,NA,7900,271000,2006,16,Old,17971.5642
3692,Cabeza tractora MAN TGA 40.480,MAN,ESPAÑA,Vilagarcía De Arousa,480,6800,1360851,2005,17,Old,15588.58966
3693,Cabeza tractora Renault Premium 440 DXI,Renault,ESPAÑA,Els Hostalets De Pierola,440,8000,1400000,2005,17,Old,15588.58966
3694,Cabeza tractora Scania R 470,Scania,ESPAÑA,Els Hostalets De Pierola,470,9500,855928,2005,17,Old,15588.58966
3695,Cabeza tractora DAF CF85 430,DAF,ESPAÑA,Vitoria Gasteis,430,13000,1300000,2005,17,Old,15588.58966
3696,Cabeza tractora DAF XF95 530,DAF,ESPAÑA,Vitoria Gasteis,530,13000,1800000,2005,17,Old,15588.58966
3697,Cabeza tractora Iveco Stralis 440 S 48,Iveco,ESPAÑA,Lucena,480,6000,1948000,2005,17,Old,15588.58966
3698,Cabeza tractora Scania L 164L480,Scania,ESPAÑA,Fuente El Saz De Jarama,480,9500,2300000,2005,17,Old,15588.58966
3699,Cabeza tractora Iveco Stralis 400,Iveco,ESPAÑA,Amorebieta,400,15500,18500,2005,17,Old,15588.58966
3700,Cabeza tractora Scania R 500,Scania,ESPAÑA,Lorca,500,13500,1915000,2005,17,Old,15588.58966
3701,Cabeza tractora Scania R 420,Scania,ESPAÑA,Fuente El Saz De Jarama,420,8000,1775000,2005,17,Old,15588.58966
3702,Cabeza tractora MAN TGA 18.480 FLS-XXL,MAN,ESPAÑA,Amorebieta,480,6800,1.00E+06,2005,17,Old,15588.58966
3703,Cabeza tractora MAN TGA TGA 18.430 D20 Common Rail SZM Klima Retarder,MAN,ALEMANIA,Mücke/ Atzenhain,430,6900,1131444,2005,17,Old,15588.58966
3704,Cabeza tractora Renault Premium Lander 420 DCI,Renault,FRANCIA,Yvelines,NA,7500,609650,2005,17,Old,15588.58966
3705,Cabeza tractora Scania R 420,Scania,FRANCIA,Haute,420,10000,841239,2005,17,Old,15588.58966
3706,Cabeza tractora Renault Premium 420,Renault,HOLANDA,Vuren,411,8900,835727,2005,17,Old,15588.58966
3707,Cabeza tractora Scania R 470,Scania,HOLANDA,Etten,500,9950,1601943,2005,17,Old,15588.58966
3708,Cabeza tractora MAN 18-430,MAN,ALEMANIA,Gundelfingen / Freiburg,430,5800,8.00E+05,2005,17,Old,15588.58966
3709,Cabeza tractora Volvo FH 460,Volvo,HOLANDA,Veghel,459,16800,990078,2005,17,Old,15588.58966
3710,Cabeza tractora Volvo FH12 FH 12.460 manual,Volvo,HOLANDA,Vuren,500,17900,1243949,2005,17,Old,15588.58966
3711,Cabeza tractora Scania R124 .420 full steel,Scania,HOLANDA,Vuren,418,22900,961006,2005,17,Old,15588.58966
3712,Cabeza tractora Scania R 420,Scania,HOLANDA,Vuren,NA,10900,1038723,2005,17,Old,15588.58966
3713,Cabeza tractora Scania R 500,Scania,HOLANDA,Vuren,500,11900,1316150,2005,17,Old,15588.58966
3714,Cabeza tractora Renault Kerax 420 DCI,Renault,BÉLGICA,Wingene,420,12850,674000,2005,17,Old,15588.58966
3715,Cabeza tractora Scania R 420,Scania,HOLANDA,Vuren,420,10900,1503278,2005,17,Old,15588.58966
3716,Cabeza tractora Renault Magnum 480,Renault,BÉLGICA,Bree,479,7500,850000,2005,17,Old,15588.58966
3717,Cabeza tractora Scania R 420,Scania,BÉLGICA,Bree,420,6950,1771000,2005,17,Old,15588.58966
3718,Cabeza tractora Scania R 580,Scania,HOLANDA,Meerkerk,580,17950,1385582,2005,17,Old,15588.58966
3719,Cabeza tractora Scania R 420,Scania,HOLANDA,Meerkerk,NA,9750,1514737,2005,17,Old,15588.58966
3720,Cabeza tractora MAN TGA 18.430,MAN,BÉLGICA,Harchies (Bernissart),429,6950,930870,2005,17,Old,15588.58966
3721,Cabeza tractora Renault Kerax 420 DCI,Renault,BÉLGICA,Wingene,420,13850,618578,2005,17,Old,15588.58966
3722,Cabeza tractora MAN TGA 18.430,MAN,BÉLGICA,Harchies (Bernissart),429,6950,930870,2005,17,Old,15588.58966
3723,Cabeza tractora Renault Kerax 420 DCI,Renault,BÉLGICA,Wingene,420,13850,618578,2005,17,Old,15588.58966
3724,Cabeza tractora MAN TGA 18.430,MAN,BÉLGICA,Harchies (Bernissart),429,10500,970660,2005,17,Old,15588.58966
3725,Cabeza tractora DAF XF95 XF 95.430 (MANUAL GEARBOX - AIRCO - 2 BEDS),DAF,HOLANDA,Nijmegen,429,15500,1034696,2005,17,Old,15588.58966
3726,Cabeza tractora Renault Kerax 420 DCI,Renault,FRANCIA,Rhône,420,14500,794737,2005,17,Old,15588.58966
3727,Cabeza tractora Renault Kerax 420 DCI,Renault,FRANCIA,Rhône,420,14500,794737,2005,17,Old,15588.58966
3728,Cabeza tractora MAN TGA 18.430,MAN,BÉLGICA,Bree,429,7800,282598,2005,17,Old,15588.58966
3729,Cabeza tractora Iveco Stralis 540,Iveco,FRANCIA,Haute,540,6850,695850,2005,17,Old,15588.58966
3730,Cabeza tractora Iveco Stralis 540,Iveco,FRANCIA,Haute,540,6850,695850,2005,17,Old,15588.58966
3731,Cabeza tractora Scania R 420,Scania,HOLANDA,Vuren,420,11900,982069,2005,17,Old,15588.58966
3732,Cabeza tractora Scania R 420,Scania,HOLANDA,Vuren,420,9900,1,2005,17,Old,15588.58966
3733,Cabeza tractora Renault AE 440 DXI,Renault,BÉLGICA,Handzame,440,8900,575220,2005,17,Old,15588.58966
3734,Cabeza tractora Renault AE 440 DXI,Renault,BÉLGICA,Handzame,440,8900,575220,2005,17,Old,15588.58966
3735,Cabeza tractora productos peligrosos / ADR Scania R 580,Scania,HOLANDA,Veghel,580,17400,812764,2005,17,Old,15588.58966
3736,Cabeza tractora Renault Premium Premium-420,Renault,ALEMANIA,Gundelfingen / Freiburg,421,6500,980000,2005,17,Old,15588.58966
3737,Cabeza tractora Renault Premium 420,Renault,FRANCIA,Oise,420,5900,556000,2005,17,Old,15588.58966
3738,Cabeza tractora Scania R 420,Scania,FRANCIA,Haute,420,10000,817641,2005,17,Old,15588.58966
3739,Cabeza tractora Mercedes Actros 1841,Mercedes,FRANCIA,Val,410,20000,644498,2005,17,Old,15588.58966
3740,Cabeza tractora Scania R R500*Euro3*Retarder*Schalter*2,Scania,ALEMANIA,Mannheim,501,8900,2320000,2005,17,Old,15588.58966
3741,Cabeza tractora Volvo FH 520,Volvo,HOLANDA,Giessen,519,20450,524326,2005,17,Old,15588.58966
3742,Cabeza tractora MAN TGA 26.430,MAN,HOLANDA,Etten,429,10950,857149,2005,17,Old,15588.58966
3743,Cabeza tractora Renault Premium -420 / MANUAL / / HYDRAULICS / AIRCO / OLD TACHO / / 2005,Renault,HOLANDA,Velddriel,420,7250,767173,2005,17,Old,15588.58966
3744,Cabeza tractora MAN TGA 18.430,MAN,HOLANDA,'S,429,6750,555317,2005,17,Old,15588.58966
3745,Cabeza tractora Scania R 420,Scania,HOLANDA,Son En Breugel,420,9800,1111230,2005,17,Old,15588.58966
3746,Cabeza tractora MAN 18.480,MAN,ITALIA,Mogliano Veneto,NA,6900,1400,2005,17,Old,15588.58966
3747,Cabeza tractora Scania R 420,Scania,HOLANDA,Vuren,420,10900,1201779,2005,17,Old,15588.58966
3748,Cabeza tractora Scania LA R 420,Scania,HOLANDA,Rijnsburg,420,14900,1006125,2005,17,Old,15588.58966
3749,Cabeza tractora MAN TGA 18.430,MAN,HOLANDA,Son En Breugel,429,8200,426392,2005,17,Old,15588.58966
3750,Cabeza tractora MAN TGA 18.430,MAN,HOLANDA,Son En Breugel,429,8200,426392,2005,17,Old,15588.58966
3751,Cabeza tractora DAF XF 430,DAF,BÉLGICA,Bree,429,11750,1278615,2005,17,Old,15588.58966
3752,Cabeza tractora Scania 124 420 topline Francais,Scania,BÉLGICA,Bree,NA,8250,1130204,2005,17,Old,15588.58966
3753,Cabeza tractora Renault Kerax 420 DCI,Renault,BÉLGICA,Bree,420,16500,272252,2005,17,Old,15588.58966
3754,Cabeza tractora Renault Premium 420,Renault,PORTUGAL,Coimbra,420,1,10,2005,17,Old,15588.58966
3755,Cabeza tractora Renault Magnum 440 DXI,Renault,FRANCIA,Haut,440,10000,823000,2005,17,Old,15588.58966
3756,Cabeza tractora DAF XF 430,DAF,BÉLGICA,Bree,429,11250,1667700,2005,17,Old,15588.58966
3757,Cabeza tractora Mercedes Atego 823,Mercedes,HOLANDA,Velddriel,231,7000,465433,2005,17,Old,15588.58966
3758,Cabeza tractora Renault Premium 370 DCI,Renault,HOLANDA,Susteren,361,6000,808811,2005,17,Old,15588.58966
3759,"Cabeza tractora Stralis 440S43T/P 4x2 Stralis 440S43T/P 4x2, Kipphydraulik",Est,BÉLGICA,Roksem,428,12852,1089056,2005,17,Old,15588.58966
3760,Cabeza tractora Scania R 420,Scania,BÉLGICA,Bree,NA,8250,1334475,2005,17,Old,15588.58966
3761,Cabeza tractora Iveco Stralis 540,Iveco,BÉLGICA,Bree,539,9250,1475375,2005,17,Old,15588.58966
3762,Cabeza tractora Renault Premium 320 DCI,Renault,BÉLGICA,Bree,319,7900,336821,2005,17,Old,15588.58966
3763,Cabeza tractora Mercedes Atego 1523,Mercedes,ITALIA,Melegnano,230,9500,1.00E+06,2005,17,Old,15588.58966
3764,Cabeza tractora Renault Premium 420 DCI,Renault,HOLANDA,Susteren,411,6500,625593,2005,17,Old,15588.58966
3765,Cabeza tractora Scania R 420,Scania,FRANCIA,Haute,420,22500,1043168,2005,17,Old,15588.58966
3766,Cabeza tractora Volvo FH12 Globetrotter 460 Manual Gearbox,Volvo,ALEMANIA,Karlsfeld,460,11500,2052254,2005,17,Old,15588.58966
3767,Cabeza tractora Scania R420 Blatt/Luft Opticruise,Scania,ALEMANIA,Karlsfeld,421,8500,1197599,2005,17,Old,15588.58966
3768,Cabeza tractora rebajado Iveco Stralis 430,Iveco,ITALIA,Parma,430,12000,1183000,2005,17,Old,15588.58966
3769,Cabeza tractora Renault Premium 420 DCI,Renault,HOLANDA,Susteren,411,6000,1256422,2005,17,Old,15588.58966
3770,Cabeza tractora Renault Premium 420,Renault,HOLANDA,Nieuwerkerk Aan Den Ijss,420,6500,1.00E+06,2005,17,Old,15588.58966
3771,Cabeza tractora Volvo FH12 460,Volvo,HOLANDA,Son En Breugel,459,19900,215799,2005,17,Old,15588.58966
3772,Cabeza tractora Renault Magnum 480 DXI,Renault,FRANCIA,Mayenne,480,6500,890000,2005,17,Old,15588.58966
3773,Cabeza tractora Scania R 164,Scania,HOLANDA,Vriezenveen.,579,19500,1534508,2005,17,Old,15588.58966
3774,"Cabeza tractora Iveco Stralis 430, Steel/Air, Manual",Iveco,POLONIA,Wolsztyn,NA,7500,830571,2005,17,Old,15588.58966
3775,Cabeza tractora convoy excepcional MAN TGA TGA26.480*6x4* Retarder* LOGLIFT KRAN TF251S88A*,MAN,ALEMANIA,Mannheim,480,22900,877000,2005,17,Old,15588.58966
3776,Cabeza tractora Renault Premium,Renault,BÉLGICA,Hooglede,369,5750,5.00E+05,2005,17,Old,15588.58966
3777,Cabeza tractora Renault PREMIUM 420 DCI,Renault,POLONIA,Wolsztyn,NA,6950,1195950,2005,17,Old,15588.58966
3778,"Cabeza tractora MAN TGA 18.430 , Manual ,Steel/Air,",MAN,POLONIA,Wolsztyn,NA,7500,326873,2005,17,Old,15588.58966
3779,Cabeza tractora MAN TGA 18.430,MAN,HOLANDA,Etten,429,8950,1162999,2005,17,Old,15588.58966
3780,Cabeza tractora Iveco Stralis 480,Iveco,HOLANDA,Ede,479,7900,842000,2005,17,Old,15588.58966
3781,Cabeza tractora MAN L 8.220/mit Auflieger,MAN,LUXEMBURGO,Remich,221,8900,240000,2005,17,Old,15588.58966
3782,Cabeza tractora Renault Premium 420DCI HIGH-ROOF (MANUAL GEARBOX / AIRCONDITIONING),Renault,HOLANDA,Meerkerk,411,6400,664500,2005,17,Old,15588.58966
3783,Cabeza tractora Scania R 500,Scania,HOLANDA,Susteren,500,9250,1716603,2005,17,Old,15588.58966
3784,Cabeza tractora Scania R 500,Scania,HOLANDA,Ede,500,15800,1089000,2005,17,Old,15588.58966
3785,Cabeza tractora Scania,Scania,FRANCIA,Eure,NA,16500,807282,2005,17,Old,15588.58966
3786,Cabeza tractora Scania R 310,Scania,PORTUGAL,Coimbra,310,19400,866084,2005,17,Old,15588.58966
3787,Cabeza tractora Volvo FH12 460,Volvo,ESPAÑA,Sant Celoni,460,11500,1460000,2004,18,Old,13205.61511
3788,Cabeza tractora Renault Premium 420,Renault,ESPAÑA,Cazalegas,420,6000,1700000,2004,18,Old,13205.61511
3789,Cabeza tractora Volvo FH12,Volvo,ESPAÑA,Vilamalla,NA,8000,8.00E+05,2004,18,Old,13205.61511
3790,Cabeza tractora Volvo FH12 460,Volvo,ESPAÑA,Vitoria Gasteis,460,13000,1600000,2004,18,Old,13205.61511
3791,Cabeza tractora convoy excepcional Volvo FH16 610,Volvo,FRANCIA,Val,610,16500,2453784,2004,18,Old,13205.61511
3792,Cabeza tractora convoy excepcional Volvo FH16 610,Volvo,FRANCIA,Val,610,16500,2453784,2004,18,Old,13205.61511
3793,Cabeza tractora MAN TGA 18.460,MAN,HOLANDA,Vuren,459,8450,1461502,2004,18,Old,13205.61511
3794,Cabeza tractora convoy excepcional MAN TGA 33.530,MAN,ITALIA,Vedelago (Tv),530,20000,9.00E+05,2004,18,Old,13205.61511
3795,Cabeza tractora Iveco Stralis 540,Iveco,BÉLGICA,Wingene,539,8850,624667,2004,18,Old,13205.61511
3796,Cabeza tractora Renault Kerax 420 DCI,Renault,BÉLGICA,Wingene,420,13850,832312,2004,18,Old,13205.61511
3797,Cabeza tractora Renault Kerax 420 DCI,Renault,BÉLGICA,Wingene,420,13850,832312,2004,18,Old,13205.61511
3798,Cabeza tractora MAN TGA 18.410,MAN,ITALIA,Andria,410,9500,480000,2004,18,Old,13205.61511
3799,Cabeza tractora Scania 124 420 MANUAL - - AIRCO - - TOP!,Scania,HOLANDA,Oisterwijk,420,9900,644478,2004,18,Old,13205.61511
3800,Cabeza tractora Scania R 420,Scania,HOLANDA,Meerkerk,420,12950,1285318,2004,18,Old,13205.61511
3801,Cabeza tractora Scania R 420,Scania,HOLANDA,Meerkerk,420,12950,1285318,2004,18,Old,13205.61511
3802,Cabeza tractora MAN TGA 33.530,MAN,HOLANDA,Vuren,530,25900,763876,2004,18,Old,13205.61511
3803,Cabeza tractora Renault Kerax 420,Renault,FRANCIA,Nord,420,19900,334926,2004,18,Old,13205.61511
3804,Cabeza tractora Mercedes Actros 1844,Mercedes,BÉLGICA,Bree,NA,17250,632202,2004,18,Old,13205.61511
3805,Cabeza tractora Renault Magnum 480,Renault,BÉLGICA,Bree,NA,8300,1340024,2004,18,Old,13205.61511
3806,Cabeza tractora Renault Premium 420 DCI,Renault,FRANCIA,Seine,NA,6500,773865,2004,18,Old,13205.61511
3807,Tractora semi portacoches Renault AE 480,Renault,PORTUGAL,Barcelos,480,16780,850000,2004,18,Old,13205.61511
3808,Cabeza tractora Iveco Stralis 430,Iveco,FRANCIA,Sarthe,430,14000,7.00E+05,2004,18,Old,13205.61511
3809,Cabeza tractora Scania 124 420 MANUAL - - AIRCO - - TOP!,Scania,HOLANDA,Oisterwijk,420,9900,207342,2004,18,Old,13205.61511
3810,"Cabeza tractora Volvo FH 420, euro 3, Globetrotter,",Volvo,HOLANDA,Sliedrecht,420,10950,1618000,2004,18,Old,13205.61511
3811,Cabeza tractora Iveco Stralis 480,Iveco,BÉLGICA,Bree,NA,7350,1200000,2004,18,Old,13205.61511
3812,Cabeza tractora Iveco Stralis 480,Iveco,BÉLGICA,Bree,NA,7350,1200000,2004,18,Old,13205.61511
3813,Cabeza tractora MAN TGA 33.410,MAN,BÉLGICA,Bree,410,25700,69053,2004,18,Old,13205.61511
3814,Cabeza tractora Scania 124 420 Topline french,Scania,BÉLGICA,Bree,420,7700,1090171,2004,18,Old,13205.61511
3815,Cabeza tractora Mercedes Axor 1840,Mercedes,HOLANDA,Lelystad,399,10900,500674,2004,18,Old,13205.61511
3816,Cabeza tractora Renault Magnum 400,Renault,BÉLGICA,Bree,399,7900,727244,2004,18,Old,13205.61511
3817,Cabeza tractora Scania L 124L,Scania,PORTUGAL,Viseu,420,7000,1500000,2004,18,Old,13205.61511
3818,Cabeza tractora Volvo FH16 FH 16 610 Globe Xl,Volvo,BÉLGICA,Bree,NA,15700,1512066,2004,18,Old,13205.61511
3819,Cabeza tractora Volvo FH16 FH 16 610 Globe Xl,Volvo,BÉLGICA,Bree,NA,15700,1512066,2004,18,Old,13205.61511
3820,Cabeza tractora Mercedes Axor 1840,Mercedes,HOLANDA,Lelystad,399,10900,466012,2004,18,Old,13205.61511
3821,Cabeza tractora Scania 124 420 Topline manual,Scania,BÉLGICA,Bree,420,6250,698389,2004,18,Old,13205.61511
3822,Cabeza tractora Mercedes Axor 1835,Mercedes,BÉLGICA,Bree,NA,10700,559812,2004,18,Old,13205.61511
3823,Cabeza tractora Renault AE 440,Renault,HOLANDA,Meerkerk,440,8600,1054000,2004,18,Old,13205.61511
3824,Cabeza tractora Renault Premium 420 DCI,Renault,HOLANDA,Susteren,411,6500,1208126,2004,18,Old,13205.61511
3825,Cabeza tractora Scania R124 420,Scania,HOLANDA,Ede,420,9900,132000,2004,18,Old,13205.61511
3826,Cabeza tractora Scania L 164L480,Scania,ITALIA,Lainate,480,25000,1500000,2004,18,Old,13205.61511
3827,Cabeza tractora Volvo FH16 -610 / MANUAL / GLOBETROTTER XL / OLD TACHO / FRIDGE / VEB / / 2004,Volvo,HOLANDA,Velddriel,610,16000,1676190,2004,18,Old,13205.61511
3828,"Cabeza tractora Scania 124 420 Manual, Retarder, Hydraulic",Scania,HOLANDA,Ede,420,10900,364000,2004,18,Old,13205.61511
3829,Cabeza tractora Scania 124.420 Steel/Air - 2 Tanks - Manual - - Airco,Scania,HOLANDA,Son En Breugel,420,7200,282567,2004,18,Old,13205.61511
3830,Cabeza tractora Scania 124.420 Steel/Air - Manual - - Airco,Scania,HOLANDA,Son En Breugel,420,7800,17939,2004,18,Old,13205.61511
3831,"Cabeza tractora MAN TGA 18.480, Steel/Air, Retarder,Automat ,Euro 3",MAN,POLONIA,Wolsztyn,NA,6500,284229,2004,18,Old,13205.61511
3832,Cabeza tractora Volvo FM9 300,Volvo,ALEMANIA,Hessisch Oldendorf,300,8200,574000,2004,18,Old,13205.61511
3833,Cabeza tractora MAN TGA 18.480,MAN,HOLANDA,Velddriel,479,10500,685730,2004,18,Old,13205.61511
3834,Cabeza tractora MAN TGA 18.480,MAN,PORTUGAL,Mangualde,480,4500,1.00E+06,2004,18,Old,13205.61511
3835,Cabeza tractora Scania R 470,Scania,HOLANDA,Etten,470,6950,249103,2004,18,Old,13205.61511
3836,"Cabeza tractora MAN TGA 18.430, Steel/Air, Automat, ZF Intarder",MAN,POLONIA,Wolsztyn,NA,8900,743000,2004,18,Old,13205.61511
3837,Cabeza tractora Scania R124 420,Scania,ESPAÑA,Arbucies,420,5800,797223,2003,19,Old,10822.64057
3838,Cabeza tractora Volvo FH12.460,Volvo,ESPAÑA,Benavente,NA,10000,2066851,2003,19,Old,10822.64057
3839,Cabeza tractora Mercedes Atego 1828,Mercedes,ESPAÑA,Fuente El Saz De Jarama,NA,11500,869000,2003,19,Old,10822.64057
3840,Cabeza tractora MAN TG 410 A,MAN,POLONIA,Klielno,410,4500,809713,2003,19,Old,10822.64057
3841,Cabeza tractora Scania 124 420 MANUAL - - AIRCO - - TOP!,Scania,HOLANDA,Oisterwijk,420,9900,537215,2003,19,Old,10822.64057
3842,Cabeza tractora Iveco Stralis 440 S 48,Iveco,ITALIA,Parma,480,7990,1330000,2003,19,Old,10822.64057
3843,Cabeza tractora Renault Kerax 420 DCI,Renault,BÉLGICA,Wingene,420,11850,771944,2003,19,Old,10822.64057
3844,Cabeza tractora Renault Kerax 420 DCI,Renault,BÉLGICA,Wingene,420,11850,597591,2003,19,Old,10822.64057
